name,team_name,game_date,season,espn_player_id,team_id,espn_game_id,period,minutes_remaining,seconds_remaining,shot_made_flag,action_type,shot_type,shot_distance,opponent,x,y,shot_key
Pau Gasol,San Antonio Spurs,10/21/17,2017,996,1610612759,400974782,1,10,48,1,Turnaround Jump Shot,2PT Field Goal,6,Chicago Bulls,-64,-8,40097478211048
LaMarcus Aldridge,San Antonio Spurs,1/3/18,2017,2983,1610612759,400975301,1,7,41,0,Turnaround Jump Shot,2PT Field Goal,8,Philadelphia 76ers,-68,43,4009753011741
Kristaps Porzingis,New York Knicks,12/6/17,2017,3102531,1610612752,400975108,4,7,29,0,Turnaround Jump Shot,2PT Field Goal,10,Memphis Grizzlies,-75,77,4009751084729
Carmelo Anthony,Oklahoma City Thunder,1/3/18,2017,1975,1610612760,400975311,1,6,47,0,Turnaround Jump Shot,2PT Field Goal,15,Los Angeles Lakers,86,134,4009753111647
DeMar DeRozan,Toronto Raptors,1/26/18,2017,3978,1610612761,400975462,4,0,2,0,Turnaround Jump Shot,2PT Field Goal,13,Utah Jazz,136,28,400975462402
Carmelo Anthony,Oklahoma City Thunder,11/24/17,2017,1975,1610612760,400975024,1,4,17,0,Turnaround Jump Shot,2PT Field Goal,13,Detroit Pistons,-91,101,4009750241417
LaMarcus Aldridge,San Antonio Spurs,12/12/17,2017,2983,1610612759,400975153,4,6,34,1,Turnaround Jump Shot,2PT Field Goal,7,Dallas Mavericks,62,39,4009751534634
Kevin Durant,Golden State Warriors,1/3/18,2017,3202,1610612744,400975308,2,6,21,1,Turnaround Jump Shot,2PT Field Goal,14,Dallas Mavericks,-86,111,4009753082621
LaMarcus Aldridge,San Antonio Spurs,1/26/18,2017,2983,1610612759,400975468,1,6,5,0,Turnaround Jump Shot,2PT Field Goal,16,Philadelphia 76ers,50,155,400975468165
DeMar DeRozan,Toronto Raptors,3/31/18,2017,3978,1610612761,400975886,1,7,52,1,Turnaround Jump Shot,2PT Field Goal,17,Boston Celtics,-24,173,4009758861752
Kristaps Porzingis,New York Knicks,10/21/17,2017,3102531,1610612752,400974781,4,9,6,1,Turnaround Jump Shot,2PT Field Goal,6,Detroit Pistons,-32,51,400974781496
Kristaps Porzingis,New York Knicks,1/21/18,2017,3102531,1610612752,400975430,1,9,41,1,Turnaround Jump Shot,2PT Field Goal,20,Los Angeles Lakers,-177,109,4009754301941
DeMarcus Cousins,New Orleans Pelicans,12/6/17,2017,4258,1610612740,400975111,2,10,12,0,Turnaround Jump Shot,2PT Field Goal,11,Denver Nuggets,-115,29,40097511121012
LaMarcus Aldridge,San Antonio Spurs,1/21/18,2017,2983,1610612759,400975432,3,11,44,1,Turnaround Jump Shot,2PT Field Goal,11,Indiana Pacers,-92,75,40097543231144
Kristaps Porzingis,New York Knicks,12/21/17,2017,3102531,1610612752,400975219,2,6,30,0,Turnaround Jump Shot,2PT Field Goal,13,Boston Celtics,-91,105,4009752192630
LaMarcus Aldridge,San Antonio Spurs,1/21/18,2017,2983,1610612759,400975432,3,10,58,0,Turnaround Jump Shot,2PT Field Goal,15,Indiana Pacers,-127,88,40097543231058
Kristaps Porzingis,New York Knicks,12/6/17,2017,3102531,1610612752,400975108,1,11,29,1,Turnaround Jump Shot,2PT Field Goal,17,Memphis Grizzlies,36,170,40097510811129
LaMarcus Aldridge,San Antonio Spurs,1/21/18,2017,2983,1610612759,400975432,2,9,6,0,Turnaround Jump Shot,2PT Field Goal,14,Indiana Pacers,-133,50,400975432296
Giannis Antetokounmpo,Milwaukee Bucks,10/21/17,2017,3032977,1610612749,400974785,1,9,47,0,Turnaround Jump Shot,2PT Field Goal,12,Portland Trail Blazers,0,126,4009747851947
Carmelo Anthony,Oklahoma City Thunder,12/25/17,2017,1975,1610612760,400974448,3,6,43,1,Turnaround Jump Shot,2PT Field Goal,11,Houston Rockets,-49,101,4009744483643
Kristaps Porzingis,New York Knicks,12/12/17,2017,3102531,1610612752,400975150,4,3,36,0,Turnaround Jump Shot,2PT Field Goal,18,Los Angeles Lakers,115,142,4009751504336
LaMarcus Aldridge,San Antonio Spurs,1/21/18,2017,2983,1610612759,400975432,2,4,18,0,Turnaround Jump Shot,2PT Field Goal,15,Indiana Pacers,85,134,4009754322418
LaMarcus Aldridge,San Antonio Spurs,11/22/17,2017,2983,1610612759,400975013,2,8,26,1,Turnaround Jump Shot,2PT Field Goal,14,New Orleans Pelicans,-144,28,4009750132826
Kristaps Porzingis,New York Knicks,12/10/17,2017,3102531,1610612752,400975141,4,1,24,1,Turnaround Jump Shot,2PT Field Goal,10,Atlanta Hawks,-40,94,4009751414124
Marc Gasol,Memphis Grizzlies,11/26/17,2017,3206,1610612763,400975040,2,1,21,1,Turnaround Jump Shot,2PT Field Goal,6,Brooklyn Nets,4,69,4009750402121
DeMarcus Cousins,New Orleans Pelicans,1/22/18,2017,4258,1610612740,400975438,2,9,51,1,Turnaround Jump Shot,2PT Field Goal,10,Chicago Bulls,53,94,4009754382951
Kristaps Porzingis,New York Knicks,12/12/17,2017,3102531,1610612752,400975150,2,6,1,0,Turnaround Jump Shot,2PT Field Goal,12,Los Angeles Lakers,-101,69,400975150261
Channing Frye,Cleveland Cavaliers,2/6/18,2017,2754,1610612739,400975543,4,2,14,1,Turnaround Jump Shot,2PT Field Goal,11,Orlando Magic,-14,111,4009755434214
LaMarcus Aldridge,San Antonio Spurs,11/22/17,2017,2983,1610612759,400975013,2,9,2,0,Turnaround Jump Shot,2PT Field Goal,14,New Orleans Pelicans,139,27,400975013292
Goran Dragic,Miami Heat,2/5/18,2017,3423,1610612748,400975538,3,2,38,0,Turnaround Jump Shot,2PT Field Goal,4,Orlando Magic,0,42,4009755383238
LaMarcus Aldridge,San Antonio Spurs,11/22/17,2017,2983,1610612759,400975013,1,5,13,1,Turnaround Jump Shot,2PT Field Goal,13,New Orleans Pelicans,-122,67,4009750131513
Kristaps Porzingis,New York Knicks,1/10/18,2017,3102531,1610612752,400975353,1,6,55,0,Turnaround Jump Shot,2PT Field Goal,14,Chicago Bulls,54,136,4009753531655
Aaron Gordon,Orlando Magic,11/5/17,2017,3064290,1610612753,400974889,1,1,56,0,Turnaround Jump Shot,2PT Field Goal,16,Boston Celtics,-166,20,4009748891156
Marc Gasol,Memphis Grizzlies,2/28/18,2017,3206,1610612763,400975664,4,7,57,0,Turnaround Jump Shot,2PT Field Goal,5,Phoenix Suns,-26,46,4009756644757
LaMarcus Aldridge,San Antonio Spurs,12/16/17,2017,2983,1610612759,400975186,3,8,47,1,Turnaround Jump Shot,2PT Field Goal,7,Dallas Mavericks,71,20,4009751863847
Giannis Antetokounmpo,Milwaukee Bucks,2/6/18,2017,3032977,1610612749,400975547,4,7,22,0,Turnaround Jump Shot,2PT Field Goal,15,New York Knicks,-23,152,4009755474722
Kristaps Porzingis,New York Knicks,10/30/17,2017,3102531,1610612752,400974845,4,1,29,1,Turnaround Jump Shot,2PT Field Goal,15,Denver Nuggets,134,75,4009748454129
DeMar DeRozan,Toronto Raptors,3/25/18,2017,3978,1610612761,400975843,1,11,18,0,Turnaround Jump Shot,2PT Field Goal,14,Los Angeles Clippers,-148,-17,40097584311118
LaMarcus Aldridge,San Antonio Spurs,12/12/17,2017,2983,1610612759,400975153,3,4,42,1,Turnaround Jump Shot,2PT Field Goal,7,Dallas Mavericks,-71,20,4009751533442
LeBron James,Cleveland Cavaliers,1/2/18,2017,1966,1610612739,400975295,2,2,39,0,Turnaround Jump Shot,2PT Field Goal,6,Portland Trail Blazers,5,63,4009752952239
Marc Gasol,Memphis Grizzlies,12/21/17,2017,3206,1610612763,400975220,2,0,45,0,Turnaround Jump Shot,2PT Field Goal,4,Phoenix Suns,-38,17,4009752202045
LaMarcus Aldridge,San Antonio Spurs,2/28/18,2017,2983,1610612759,400975666,1,8,11,0,Turnaround Jump Shot,2PT Field Goal,15,New Orleans Pelicans,-115,101,4009756661811
LaMarcus Aldridge,San Antonio Spurs,11/22/17,2017,2983,1610612759,400975013,3,9,2,0,Turnaround Jump Shot,2PT Field Goal,8,New Orleans Pelicans,-65,48,400975013392
Kristaps Porzingis,New York Knicks,1/2/18,2017,3102531,1610612752,400975296,1,1,51,1,Turnaround Jump Shot,2PT Field Goal,6,San Antonio Spurs,6,64,4009752961151
LeBron James,Cleveland Cavaliers,12/12/17,2017,1966,1610612739,400975148,4,7,50,1,Turnaround Jump Shot,2PT Field Goal,14,Atlanta Hawks,-130,57,4009751484750
LaMarcus Aldridge,San Antonio Spurs,4/3/18,2017,2983,1610612759,400975914,3,1,43,0,Turnaround Jump Shot,2PT Field Goal,18,Los Angeles Clippers,-137,126,4009759143143
LaMarcus Aldridge,San Antonio Spurs,12/30/17,2017,2983,1610612759,400975276,2,2,58,1,Turnaround Jump Shot,2PT Field Goal,14,Detroit Pistons,-138,49,4009752762258
LaMarcus Aldridge,San Antonio Spurs,2/28/18,2017,2983,1610612759,400975666,2,4,14,0,Turnaround Jump Shot,2PT Field Goal,14,New Orleans Pelicans,-96,105,4009756662414
LaMarcus Aldridge,San Antonio Spurs,12/16/17,2017,2983,1610612759,400975186,4,5,48,0,Turnaround Jump Shot,2PT Field Goal,8,Dallas Mavericks,-84,5,4009751864548
Kristaps Porzingis,New York Knicks,10/27/17,2017,3102531,1610612752,400974824,3,8,17,1,Turnaround Jump Shot,2PT Field Goal,16,Brooklyn Nets,-115,117,4009748243817
Kevin Durant,Golden State Warriors,12/30/17,2017,3202,1610612744,400975281,1,3,28,1,Turnaround Jump Shot,2PT Field Goal,13,Memphis Grizzlies,38,127,4009752811328
Kristaps Porzingis,New York Knicks,1/12/18,2017,3102531,1610612752,400975369,4,2,12,1,Turnaround Jump Shot,2PT Field Goal,16,Minnesota Timberwolves,120,116,4009753694212
LaMarcus Aldridge,San Antonio Spurs,12/16/17,2017,2983,1610612759,400975186,2,3,10,0,Turnaround Jump Shot,2PT Field Goal,12,Dallas Mavericks,-111,49,4009751862310
Kristaps Porzingis,New York Knicks,1/12/18,2017,3102531,1610612752,400975369,2,4,50,1,Turnaround Jump Shot,2PT Field Goal,14,Minnesota Timberwolves,112,99,4009753692450
LaMarcus Aldridge,San Antonio Spurs,11/5/17,2017,2983,1610612759,400974892,1,5,5,0,Turnaround Jump Shot,2PT Field Goal,14,Phoenix Suns,6,141,400974892155
Kristaps Porzingis,New York Knicks,1/12/18,2017,3102531,1610612752,400975369,2,0,29,0,Turnaround Jump Shot,2PT Field Goal,12,Minnesota Timberwolves,106,58,4009753692029
Kyle Korver,Cleveland Cavaliers,12/12/17,2017,2011,1610612739,400975148,1,1,40,0,Turnaround Jump Shot,2PT Field Goal,11,Atlanta Hawks,-79,87,4009751481140
Giannis Antetokounmpo,Milwaukee Bucks,3/5/18,2017,3032977,1610612749,400975697,4,0,31,0,Turnaround Jump Shot,2PT Field Goal,18,Indiana Pacers,-180,7,4009756974031
Marc Gasol,Memphis Grizzlies,12/30/17,2017,3206,1610612763,400975281,3,3,3,0,Turnaround Jump Shot,2PT Field Goal,15,Golden State Warriors,-121,90,400975281333
Goran Dragic,Miami Heat,2/3/18,2017,3423,1610612748,400975522,1,3,47,0,Turnaround Jump Shot,2PT Field Goal,11,Detroit Pistons,-51,98,4009755221347
Goran Dragic,Miami Heat,1/9/18,2017,3423,1610612748,400975345,4,1,47,0,Turnaround Jump Shot,2PT Field Goal,17,Toronto Raptors,30,175,4009753454147
Carmelo Anthony,Oklahoma City Thunder,12/25/17,2017,1975,1610612760,400974448,2,7,0,0,Turnaround Jump Shot,2PT Field Goal,12,Houston Rockets,127,14,400974448270
Kristaps Porzingis,New York Knicks,12/12/17,2017,3102531,1610612752,400975150,1,6,46,1,Turnaround Jump Shot,2PT Field Goal,9,Los Angeles Lakers,35,92,4009751501646
LaMarcus Aldridge,San Antonio Spurs,2/3/18,2017,2983,1610612759,400975527,3,6,40,1,Turnaround Jump Shot,2PT Field Goal,13,Utah Jazz,-117,63,4009755273640
LaMarcus Aldridge,San Antonio Spurs,12/21/17,2017,2983,1610612759,400975221,2,9,25,0,Turnaround Jump Shot,2PT Field Goal,12,Utah Jazz,-121,44,4009752212925
DeMarcus Cousins,New Orleans Pelicans,1/22/18,2017,4258,1610612740,400975438,6,4,39,1,Turnaround Jump Shot,2PT Field Goal,7,Chicago Bulls,-5,74,4009754386439
Kristaps Porzingis,New York Knicks,12/30/17,2017,3102531,1610612752,400975278,2,3,0,1,Turnaround Jump Shot,2PT Field Goal,14,New Orleans Pelicans,-125,66,400975278230
LaMarcus Aldridge,San Antonio Spurs,3/5/18,2017,2983,1610612759,400975700,1,10,34,1,Turnaround Jump Shot,2PT Field Goal,9,Memphis Grizzlies,-77,55,40097570011034
Kristaps Porzingis,New York Knicks,12/30/17,2017,3102531,1610612752,400975278,1,5,55,0,Turnaround Jump Shot,2PT Field Goal,13,New Orleans Pelicans,-127,53,4009752781555
Giannis Antetokounmpo,Milwaukee Bucks,2/13/18,2017,3032977,1610612749,400975594,4,3,3,1,Turnaround Jump Shot,2PT Field Goal,10,Atlanta Hawks,-77,76,400975594433
DeMar DeRozan,Toronto Raptors,11/1/17,2017,3978,1610612761,400974865,1,8,25,1,Turnaround Jump Shot,2PT Field Goal,10,Denver Nuggets,-100,17,4009748651825
LaMarcus Aldridge,San Antonio Spurs,2/28/18,2017,2983,1610612759,400975666,1,9,25,1,Turnaround Jump Shot,2PT Field Goal,12,New Orleans Pelicans,-24,123,4009756661925
LaMarcus Aldridge,San Antonio Spurs,12/16/17,2017,2983,1610612759,400975186,4,8,14,0,Turnaround Jump Shot,2PT Field Goal,11,Dallas Mavericks,-102,63,4009751864814
Jared Dudley,Phoenix Suns,4/8/18,2017,3201,1610612756,400975949,4,9,37,1,Turnaround Jump Shot,2PT Field Goal,7,Golden State Warriors,74,9,4009759494937
LaMarcus Aldridge,San Antonio Spurs,12/30/17,2017,2983,1610612759,400975276,1,6,12,0,Turnaround Jump Shot,2PT Field Goal,10,Detroit Pistons,-98,41,4009752761612
Giannis Antetokounmpo,Milwaukee Bucks,11/3/17,2017,3032977,1610612749,400974870,3,4,35,1,Turnaround Jump Shot,2PT Field Goal,10,Detroit Pistons,-105,15,4009748703435
LaMarcus Aldridge,San Antonio Spurs,1/2/18,2017,2983,1610612759,400975296,4,5,55,0,Turnaround Jump Shot,2PT Field Goal,11,New York Knicks,-109,31,4009752964555
DeMarcus Cousins,New Orleans Pelicans,11/3/17,2017,4258,1610612740,400974876,3,7,38,1,Turnaround Jump Shot,2PT Field Goal,2,Dallas Mavericks,-9,26,4009748763738
LaMarcus Aldridge,San Antonio Spurs,12/21/17,2017,2983,1610612759,400975221,2,11,45,0,Turnaround Jump Shot,2PT Field Goal,13,Utah Jazz,-127,55,40097522121145
DeMar DeRozan,Toronto Raptors,2/13/18,2017,3978,1610612761,400975593,4,1,41,0,Turnaround Jump Shot,2PT Field Goal,8,Miami Heat,-4,80,4009755934141
DeMar DeRozan,Toronto Raptors,1/1/18,2017,3978,1610612761,400975292,3,2,29,1,Turnaround Jump Shot,2PT Field Goal,16,Milwaukee Bucks,-93,140,4009752923229
Pau Gasol,San Antonio Spurs,1/30/18,2017,996,1610612759,400975496,4,10,26,1,Turnaround Jump Shot,2PT Field Goal,11,Denver Nuggets,117,6,40097549641026
DeMar DeRozan,Toronto Raptors,1/9/18,2017,3978,1610612761,400975345,3,9,53,1,Turnaround Jump Shot,2PT Field Goal,11,Miami Heat,-107,40,4009753453953
Carmelo Anthony,Oklahoma City Thunder,2/13/18,2017,1975,1610612760,400975596,3,0,9,0,Turnaround Jump Shot,2PT Field Goal,15,Cleveland Cavaliers,-105,110,400975596309
Stephen Curry,Golden State Warriors,12/30/17,2017,3975,1610612744,400975281,3,4,8,1,Turnaround Jump Shot,3PT Field Goal,22,Memphis Grizzlies,-228,-13,400975281348
Kristaps Porzingis,New York Knicks,1/10/18,2017,3102531,1610612752,400975353,1,4,12,1,Turnaround Jump Shot,2PT Field Goal,17,Chicago Bulls,-2,176,4009753531412
LaMarcus Aldridge,San Antonio Spurs,1/13/18,2017,2983,1610612759,400975379,2,10,47,0,Turnaround Jump Shot,2PT Field Goal,4,Denver Nuggets,-29,39,40097537921047
LaMarcus Aldridge,San Antonio Spurs,2/25/18,2017,2983,1610612759,400975640,2,4,40,0,Turnaround Jump Shot,2PT Field Goal,15,Cleveland Cavaliers,-38,154,4009756402440
Aaron Gordon,Orlando Magic,1/1/18,2017,3064290,1610612753,400975291,1,8,17,0,Turnaround Jump Shot,2PT Field Goal,13,Brooklyn Nets,-93,95,4009752911817
Marc Gasol,Memphis Grizzlies,2/28/18,2017,3206,1610612763,400975664,2,8,11,0,Turnaround Jump Shot,2PT Field Goal,12,Phoenix Suns,-104,70,4009756642811
Kristaps Porzingis,New York Knicks,12/21/17,2017,3102531,1610612752,400975219,2,4,21,0,Turnaround Jump Shot,2PT Field Goal,9,Boston Celtics,-82,40,4009752192421
Kristaps Porzingis,New York Knicks,1/2/18,2017,3102531,1610612752,400975296,1,8,57,0,Turnaround Jump Shot,2PT Field Goal,14,San Antonio Spurs,141,20,4009752961857
Pau Gasol,San Antonio Spurs,1/17/18,2017,996,1610612759,400975401,4,1,52,0,Turnaround Jump Shot,2PT Field Goal,11,Brooklyn Nets,-116,11,4009754014152
DeMar DeRozan,Toronto Raptors,3/25/18,2017,3978,1610612761,400975843,3,11,23,0,Turnaround Jump Shot,2PT Field Goal,14,Los Angeles Clippers,46,135,40097584331123
Kristaps Porzingis,New York Knicks,12/21/17,2017,3102531,1610612752,400975219,2,4,53,0,Turnaround Jump Shot,2PT Field Goal,15,Boston Celtics,-32,147,4009752192453
DeMarcus Cousins,New Orleans Pelicans,1/10/18,2017,4258,1610612740,400975355,2,7,56,0,Turnaround Jump Shot,2PT Field Goal,17,Memphis Grizzlies,82,154,4009753552756
LaMarcus Aldridge,San Antonio Spurs,1/26/18,2017,2983,1610612759,400975468,4,7,45,1,Turnaround Jump Shot,2PT Field Goal,13,Philadelphia 76ers,-2,139,4009754684745
Kristaps Porzingis,New York Knicks,12/27/17,2017,3102531,1610612752,400975255,3,9,3,0,Turnaround Jump Shot,2PT Field Goal,16,Chicago Bulls,92,142,400975255393
Kristaps Porzingis,New York Knicks,1/26/18,2017,3102531,1610612752,400975469,3,4,38,0,Turnaround Jump Shot,2PT Field Goal,17,Phoenix Suns,-45,165,4009754693438
Kristaps Porzingis,New York Knicks,12/27/17,2017,3102531,1610612752,400975255,1,8,35,1,Turnaround Jump Shot,2PT Field Goal,17,Chicago Bulls,55,163,4009752551835
Kristaps Porzingis,New York Knicks,11/5/17,2017,3102531,1610612752,400974893,3,1,26,1,Turnaround Jump Shot,2PT Field Goal,18,Indiana Pacers,104,150,4009748933126
LaMarcus Aldridge,San Antonio Spurs,1/30/18,2017,2983,1610612759,400975496,2,6,33,0,Turnaround Jump Shot,2PT Field Goal,13,Denver Nuggets,-38,126,4009754962633
Kristaps Porzingis,New York Knicks,11/5/17,2017,3102531,1610612752,400974893,2,7,25,0,Turnaround Jump Shot,2PT Field Goal,11,Indiana Pacers,-111,10,4009748932725
Carmelo Anthony,Oklahoma City Thunder,12/27/17,2017,1975,1610612760,400975258,2,3,59,1,Turnaround Jump Shot,2PT Field Goal,8,Toronto Raptors,-64,51,4009752582359
LaMarcus Aldridge,San Antonio Spurs,2/23/18,2017,2983,1610612759,400975626,3,6,51,0,Turnaround Jump Shot,2PT Field Goal,10,Denver Nuggets,-100,40,4009756263651
Kristaps Porzingis,New York Knicks,1/10/18,2017,3102531,1610612752,400975353,1,9,35,1,Turnaround Jump Shot,2PT Field Goal,15,Chicago Bulls,149,49,4009753531935
Goran Dragic,Miami Heat,2/23/18,2017,3423,1610612748,400975625,2,4,4,0,Turnaround Jump Shot,2PT Field Goal,4,New Orleans Pelicans,-42,-13,400975625244
Kyle Lowry,Toronto Raptors,12/27/17,2017,3012,1610612761,400975258,3,3,38,0,Turnaround Jump Shot,2PT Field Goal,15,Oklahoma City Thunder,1,155,4009752583338
LaMarcus Aldridge,San Antonio Spurs,2/23/18,2017,2983,1610612759,400975626,4,3,21,0,Turnaround Jump Shot,2PT Field Goal,9,Denver Nuggets,-97,21,4009756264321
LaMarcus Aldridge,San Antonio Spurs,4/7/18,2017,2983,1610612759,400975942,4,4,48,0,Turnaround Jump Shot,2PT Field Goal,15,Portland Trail Blazers,-137,79,4009759424448
Kristaps Porzingis,New York Knicks,10/19/17,2017,3102531,1610612752,400974441,2,9,3,1,Turnaround Jump Shot,2PT Field Goal,1,Oklahoma City Thunder,5,16,400974441293
Kristaps Porzingis,New York Knicks,1/30/18,2017,3102531,1610612752,400975491,1,3,47,0,Turnaround Jump Shot,2PT Field Goal,17,Brooklyn Nets,-102,140,4009754911347
DeMar DeRozan,Toronto Raptors,1/13/18,2017,3978,1610612761,400975377,4,5,17,0,Turnaround Jump Shot,2PT Field Goal,14,Golden State Warriors,65,130,4009753774517
Kristaps Porzingis,New York Knicks,12/27/17,2017,3102531,1610612752,400975255,4,4,56,0,Turnaround Jump Shot,2PT Field Goal,8,Chicago Bulls,32,78,4009752554456
LaMarcus Aldridge,San Antonio Spurs,12/4/17,2017,2983,1610612759,400975099,1,9,33,0,Turnaround Jump Shot,2PT Field Goal,14,Detroit Pistons,-112,86,4009750991933
DeMar DeRozan,Toronto Raptors,12/27/17,2017,3978,1610612761,400975258,2,1,47,0,Turnaround Jump Shot,2PT Field Goal,14,Oklahoma City Thunder,-125,80,4009752582147
Carmelo Anthony,Oklahoma City Thunder,1/13/18,2017,1975,1610612760,400975375,3,2,7,0,Turnaround Jump Shot,2PT Field Goal,9,Charlotte Hornets,89,32,400975375327
Marc Gasol,Memphis Grizzlies,12/27/17,2017,3206,1610612763,400975261,2,4,56,1,Turnaround Jump Shot,2PT Field Goal,1,Los Angeles Lakers,-17,8,4009752612456
Kristaps Porzingis,New York Knicks,10/19/17,2017,3102531,1610612752,400974441,2,7,34,0,Turnaround Jump Shot,2PT Field Goal,5,Oklahoma City Thunder,-23,55,4009744412734
Kristaps Porzingis,New York Knicks,12/27/17,2017,3102531,1610612752,400975255,3,11,24,1,Turnaround Jump Shot,2PT Field Goal,13,Chicago Bulls,62,120,40097525531124
Arron Afflalo,Orlando Magic,12/4/17,2017,3187,1610612753,400975090,4,8,17,1,Turnaround Jump Shot,2PT Field Goal,9,Charlotte Hornets,84,34,4009750904817
Kristaps Porzingis,New York Knicks,1/10/18,2017,3102531,1610612752,400975353,1,8,16,1,Turnaround Jump Shot,2PT Field Goal,9,Chicago Bulls,-68,62,4009753531816
Carmelo Anthony,Oklahoma City Thunder,1/7/18,2017,1975,1610612760,400975334,3,9,56,1,Turnaround Jump Shot,2PT Field Goal,11,Phoenix Suns,108,46,4009753343956
DeMar DeRozan,Toronto Raptors,12/27/17,2017,3978,1610612761,400975258,3,4,58,0,Turnaround Jump Shot,2PT Field Goal,5,Oklahoma City Thunder,-51,6,4009752583458
Kristaps Porzingis,New York Knicks,12/21/17,2017,3102531,1610612752,400975219,1,7,33,0,Turnaround Jump Shot,2PT Field Goal,13,Boston Celtics,-116,62,4009752191733
LeBron James,Cleveland Cavaliers,4/11/18,2017,1966,1610612739,400975966,1,7,27,1,Turnaround Jump Shot,2PT Field Goal,17,New York Knicks,166,49,4009759661727
DeMar DeRozan,Toronto Raptors,11/12/17,2017,3978,1610612761,400974939,4,4,31,1,Turnaround Jump Shot,2PT Field Goal,16,Boston Celtics,143,86,4009749394431
DeMar DeRozan,Toronto Raptors,11/3/17,2017,3978,1610612761,400974879,4,4,4,1,Turnaround Jump Shot,2PT Field Goal,15,Utah Jazz,-3,153,400974879444
LeBron James,Cleveland Cavaliers,11/28/17,2017,1966,1610612739,400975049,3,9,7,1,Turnaround Jump Shot,2PT Field Goal,7,Miami Heat,72,9,400975049397
Kristaps Porzingis,New York Knicks,12/27/17,2017,3102531,1610612752,400975255,4,1,28,0,Turnaround Jump Shot,2PT Field Goal,15,Chicago Bulls,-97,124,4009752554128
Kyle Lowry,Toronto Raptors,2/23/18,2017,3012,1610612761,400975622,3,0,0,0,Turnaround Jump Shot,3PT Field Goal,24,Milwaukee Bucks,120,216,400975622300
Giannis Antetokounmpo,Milwaukee Bucks,11/18/17,2017,3032977,1610612749,400974984,4,7,51,1,Turnaround Jump Shot,2PT Field Goal,9,Dallas Mavericks,36,91,4009749844751
LaMarcus Aldridge,San Antonio Spurs,2/23/18,2017,2983,1610612759,400975626,3,4,50,1,Turnaround Jump Shot,2PT Field Goal,10,Denver Nuggets,-96,35,4009756263450
LaMarcus Aldridge,San Antonio Spurs,1/30/18,2017,2983,1610612759,400975496,1,11,37,1,Turnaround Jump Shot,2PT Field Goal,17,Denver Nuggets,-159,74,40097549611137
LaMarcus Aldridge,San Antonio Spurs,1/13/18,2017,2983,1610612759,400975379,1,11,44,0,Turnaround Jump Shot,2PT Field Goal,13,Denver Nuggets,-60,118,40097537911144
LaMarcus Aldridge,San Antonio Spurs,1/30/18,2017,2983,1610612759,400975496,1,9,13,1,Turnaround Jump Shot,2PT Field Goal,17,Denver Nuggets,-166,69,4009754961913
Kristaps Porzingis,New York Knicks,11/22/17,2017,3102531,1610612752,400975009,1,6,28,0,Turnaround Jump Shot,2PT Field Goal,11,Toronto Raptors,-101,44,4009750091628
DeMar DeRozan,Toronto Raptors,12/11/17,2017,3978,1610612761,400975147,4,2,26,0,Turnaround Jump Shot,2PT Field Goal,19,Los Angeles Clippers,128,142,4009751474226
Goran Dragic,Miami Heat,2/23/18,2017,3423,1610612748,400975625,2,6,50,1,Turnaround Jump Shot,2PT Field Goal,5,New Orleans Pelicans,44,32,4009756252650
DeMar DeRozan,Toronto Raptors,3/16/18,2017,3978,1610612761,400975777,2,0,5,0,Turnaround Jump Shot,2PT Field Goal,14,Dallas Mavericks,29,146,400975777205
Marc Gasol,Memphis Grizzlies,11/7/17,2017,3206,1610612763,400974908,2,5,33,1,Turnaround Jump Shot,2PT Field Goal,8,Portland Trail Blazers,-6,89,4009749082533
DeMarcus Cousins,New Orleans Pelicans,1/16/18,2017,4258,1610612740,400975396,4,11,36,0,Turnaround Jump Shot,2PT Field Goal,9,Boston Celtics,90,39,40097539641136
Arron Afflalo,Orlando Magic,1/31/18,2017,3187,1610612753,400975500,4,2,53,0,Turnaround Jump Shot,2PT Field Goal,17,Los Angeles Lakers,70,158,4009755004253
Kristaps Porzingis,New York Knicks,11/22/17,2017,3102531,1610612752,400975009,1,3,55,1,Turnaround Jump Shot,2PT Field Goal,11,Toronto Raptors,19,113,4009750091355
Goran Dragic,Miami Heat,12/29/17,2017,3423,1610612748,400975269,1,5,27,1,Turnaround Jump Shot,2PT Field Goal,2,Brooklyn Nets,20,18,4009752691527
Pau Gasol,San Antonio Spurs,11/7/17,2017,996,1610612759,400974905,2,11,3,1,Turnaround Jump Shot,2PT Field Goal,10,Los Angeles Clippers,-104,32,4009749052113
Kristaps Porzingis,New York Knicks,11/27/17,2017,3102531,1610612752,400975044,1,6,6,1,Turnaround Jump Shot,2PT Field Goal,17,Portland Trail Blazers,98,142,400975044166
LaMarcus Aldridge,San Antonio Spurs,2/1/18,2017,2983,1610612759,400975510,1,10,20,0,Turnaround Jump Shot,2PT Field Goal,13,Houston Rockets,109,86,40097551011020
Giannis Antetokounmpo,Milwaukee Bucks,11/7/17,2017,3032977,1610612749,400974900,2,4,30,1,Turnaround Jump Shot,2PT Field Goal,3,Cleveland Cavaliers,30,26,4009749002430
Kristaps Porzingis,New York Knicks,11/22/17,2017,3102531,1610612752,400975009,2,4,30,1,Turnaround Jump Shot,2PT Field Goal,11,Toronto Raptors,-27,110,4009750092430
