name,team_name,game_date,season,espn_player_id,team_id,espn_game_id,period,minutes_remaining,seconds_remaining,shot_made_flag,action_type,shot_type,shot_distance,opponent,x,y,dribbles,touch_time,defender_name,defender_distance,shot_clock
Aaron Gordon,Orlando Magic,11/5/17,2017,3064290,1610612753,400974889,2,1,37,1,Driving Layup Shot,2PT Field Goal,3,Boston Celtics,-3,39,0,0,,0,0
Draymond Green,Golden State Warriors,4/7/18,2017,6589,1610612744,400975941,1,10,8,0,Layup Shot,2PT Field Goal,3,New Orleans Pelicans,-2,39,0,0,,0,0
Kyle Korver,Cleveland Cavaliers,10/20/17,2017,2011,1610612739,400974443,4,0,59,1,Jump Shot,2PT Field Goal,3,Milwaukee Bucks,-1,39,0,0,,0,0
James Harden,Houston Rockets,12/25/17,2017,3992,1610612745,400974448,2,0,3,0,Driving Floating Jump Shot,2PT Field Goal,3,Oklahoma City Thunder,0,39,0,0,,0,0
Aaron Gordon,Orlando Magic,11/25/17,2017,3064290,1610612753,400975029,1,9,2,0,Running Jump Shot,2PT Field Goal,3,Philadelphia 76ers,3,39,0,0,,0,0
Giannis Antetokounmpo,Milwaukee Bucks,12/22/17,2017,3032977,1610612749,400975227,2,11,1,1,Putback Layup Shot,2PT Field Goal,3,Charlotte Hornets,7,39,0,0,,0,0
Giannis Antetokounmpo,Milwaukee Bucks,1/3/18,2017,3032977,1610612749,400975307,2,1,29,0,Layup Shot,2PT Field Goal,4,Indiana Pacers,13,39,0,0,,0,0
DeAndre Jordan,LA Clippers,3/21/18,2017,3442,1610612746,0,4,5,9,0,Alley Oop Layup shot,2PT Field Goal,4,Milwaukee Bucks,16,39,0,0,,0,0
LeBron James,Cleveland Cavaliers,12/9/17,2017,1966,1610612739,400975130,4,4,26,1,Driving Floating Bank Jump Shot,2PT Field Goal,5,Philadelphia 76ers,39,39,0,0,,0,0
Steven Adams,Oklahoma City Thunder,1/27/18,2017,2991235,1610612760,400975470,3,7,50,0,Floating Jump shot,2PT Field Goal,6,Detroit Pistons,49,39,0,0,,0,0
DeMar DeRozan,Toronto Raptors,11/19/17,2017,3978,1610612761,400974988,1,2,5,0,Floating Jump shot,2PT Field Goal,6,Washington Wizards,52,39,0,0,,0,0
LaMarcus Aldridge,San Antonio Spurs,12/12/17,2017,2983,1610612759,400975153,4,6,34,1,Turnaround Jump Shot,2PT Field Goal,7,Dallas Mavericks,62,39,0,0,,0,0
DeMar DeRozan,Toronto Raptors,11/17/17,2017,3978,1610612761,400974972,1,3,26,1,Driving Floating Bank Jump Shot,2PT Field Goal,9,New York Knicks,87,39,0,0,,0,0
DeMarcus Cousins,New Orleans Pelicans,1/16/18,2017,4258,1610612740,400975396,4,11,36,0,Turnaround Jump Shot,2PT Field Goal,9,Boston Celtics,90,39,0,0,,0,0
Kevin Durant,Golden State Warriors,2/24/18,2017,3202,1610612744,400975633,2,0,51,1,Jump Shot,2PT Field Goal,11,Oklahoma City Thunder,112,39,0,0,,0,0
LeBron James,Cleveland Cavaliers,12/12/17,2017,1966,1610612739,400975148,3,11,3,1,Turnaround Fadeaway shot,2PT Field Goal,15,Atlanta Hawks,147,39,0,0,,0,0
LaMarcus Aldridge,San Antonio Spurs,12/20/17,2017,2983,1610612759,400975214,2,7,57,1,Pullup Jump shot,2PT Field Goal,15,Portland Trail Blazers,149,39,0,0,,0,0
Giannis Antetokounmpo,Milwaukee Bucks,12/13/17,2017,3032977,1610612749,400975161,4,0,2,0,Jump Shot,3PT Field Goal,22,New Orleans Pelicans,226,39,0,0,,0,0
Kentavious CaldwellPope,Los Angeles Lakers,12/25/17,2017,2581018,1610612747,400974449,4,2,26,0,Running Pull-Up Jump Shot,3PT Field Goal,23,Minnesota Timberwolves,234,39,0,0,,0,0
Channing Frye,Cleveland Cavaliers,11/27/17,2017,2754,1610612739,400975042,4,7,26,0,Jump Shot,3PT Field Goal,23,Philadelphia 76ers,-233,40,0,0,,0,0
Kevin Durant,Golden State Warriors,1/23/18,2017,3202,1610612744,400975445,4,4,23,0,Jump Shot,3PT Field Goal,23,New York Knicks,-230,40,0,0,,0,0
DeMar DeRozan,Toronto Raptors,2/11/18,2017,3978,1610612761,400975579,2,3,5,1,Jump Shot,3PT Field Goal,22,Charlotte Hornets,-222,40,0,0,,0,0
Kyle Korver,Cleveland Cavaliers,2/9/18,2017,2011,1610612739,400975565,3,2,21,1,Jump Shot,3PT Field Goal,22,Atlanta Hawks,-221,40,0,0,,0,0
Giannis Antetokounmpo,Milwaukee Bucks,2/4/18,2017,3032977,1610612749,400975531,2,5,16,1,Jump Shot,3PT Field Goal,22,Brooklyn Nets,-218,40,0,0,,0,0
LeBron James,Cleveland Cavaliers,1/23/18,2017,1966,1610612739,400975444,1,10,43,0,Step Back Jump shot,2PT Field Goal,14,San Antonio Spurs,-136,40,0,0,,0,0
LaMarcus Aldridge,San Antonio Spurs,1/17/18,2017,2983,1610612759,400975401,4,7,20,0,Fadeaway Jump Shot,2PT Field Goal,14,Brooklyn Nets,-135,40,0,0,,0,0
DeMar DeRozan,Toronto Raptors,1/9/18,2017,3978,1610612761,400975345,3,9,53,1,Turnaround Jump Shot,2PT Field Goal,11,Miami Heat,-107,40,0,0,,0,0
Carmelo Anthony,Oklahoma City Thunder,11/22/17,2017,1975,1610612760,400975014,1,3,26,0,Jump Shot,2PT Field Goal,11,Golden State Warriors,-106,40,0,0,,0,0
LaMarcus Aldridge,San Antonio Spurs,2/23/18,2017,2983,1610612759,400975626,3,6,51,0,Turnaround Jump Shot,2PT Field Goal,10,Denver Nuggets,-100,40,0,0,,0,0
Giannis Antetokounmpo,Milwaukee Bucks,10/18/17,2017,3032977,1610612749,400974703,2,6,39,1,Driving Floating Bank Jump Shot,2PT Field Goal,9,Boston Celtics,-91,40,0,0,,0,0
Marc Gasol,Memphis Grizzlies,10/25/17,2017,3206,1610612763,400974812,1,2,10,1,Turnaround Fadeaway shot,2PT Field Goal,9,Dallas Mavericks,-87,40,0,0,,0,0
Kristaps Porzingis,New York Knicks,11/22/17,2017,3102531,1610612752,400975009,4,3,44,0,Fadeaway Jump Shot,2PT Field Goal,9,Toronto Raptors,-86,40,0,0,,0,0
Kristaps Porzingis,New York Knicks,12/21/17,2017,3102531,1610612752,400975219,2,4,21,0,Turnaround Jump Shot,2PT Field Goal,9,Boston Celtics,-82,40,0,0,,0,0
DeMarcus Cousins,New Orleans Pelicans,11/11/17,2017,4258,1610612740,400974929,4,9,52,0,Layup Shot,2PT Field Goal,5,Los Angeles Clippers,-42,40,0,0,,0,0
DeMar DeRozan,Toronto Raptors,10/30/17,2017,3978,1610612761,400974850,1,4,50,0,Turnaround Fadeaway Bank Jump Shot,2PT Field Goal,5,Portland Trail Blazers,-41,40,0,0,,0,0
LaMarcus Aldridge,San Antonio Spurs,12/12/17,2017,2983,1610612759,400975153,3,3,33,0,Turnaround Hook Shot,2PT Field Goal,5,Dallas Mavericks,-37,40,0,0,,0,0
DeMarcus Cousins,New Orleans Pelicans,12/30/17,2017,4258,1610612740,400975278,4,2,57,1,Driving Layup Shot,2PT Field Goal,5,New York Knicks,-36,40,0,0,,0,0
Marc Gasol,Memphis Grizzlies,3/5/18,2017,3206,1610612763,400975700,1,1,8,1,Jump Shot,2PT Field Goal,5,San Antonio Spurs,-31,40,0,0,,0,0
DeMar DeRozan,Toronto Raptors,11/22/17,2017,3978,1610612761,400975009,1,10,30,0,Layup Shot,2PT Field Goal,4,New York Knicks,-26,40,0,0,,0,0
Aaron Gordon,Orlando Magic,1/16/18,2017,3064290,1610612753,400975395,3,7,54,0,Pullup Jump shot,2PT Field Goal,4,Minnesota Timberwolves,-20,40,0,0,,0,0
Draymond Green,Golden State Warriors,10/17/17,2017,6589,1610612744,400974438,3,0,38,0,Layup Shot,2PT Field Goal,4,Houston Rockets,-6,40,0,0,,0,0
Kentavious CaldwellPope,Los Angeles Lakers,4/6/18,2017,2581018,1610612747,400975936,2,0,0,0,Driving Hook Shot,2PT Field Goal,4,Minnesota Timberwolves,-5,40,0,0,,0,0
Pau Gasol,San Antonio Spurs,2/10/18,2017,996,1610612759,400975577,4,9,14,1,Hook Shot,2PT Field Goal,4,Golden State Warriors,-3,40,0,0,,0,0
Steven Adams,Oklahoma City Thunder,1/7/18,2017,2991235,1610612760,400975334,1,11,1,1,Hook Shot,2PT Field Goal,4,Phoenix Suns,-2,40,0,0,,0,0
Giannis Antetokounmpo,Milwaukee Bucks,2/2/18,2017,3032977,1610612749,400975517,3,8,15,0,Layup Shot,2PT Field Goal,4,New York Knicks,-2,40,0,0,,0,0
Aaron Gordon,Orlando Magic,11/5/17,2017,3064290,1610612753,400974889,3,7,4,0,Floating Jump shot,2PT Field Goal,4,Boston Celtics,0,40,0,0,,0,0
Giannis Antetokounmpo,Milwaukee Bucks,2/6/18,2017,3032977,1610612749,400975547,2,11,29,0,Layup Shot,2PT Field Goal,4,New York Knicks,8,40,0,0,,0,0
Giannis Antetokounmpo,Milwaukee Bucks,1/5/18,2017,3032977,1610612749,400975317,3,6,46,1,Driving Layup Shot,2PT Field Goal,4,Toronto Raptors,11,40,0,0,,0,0
Channing Frye,Cleveland Cavaliers,11/20/17,2017,2754,1610612739,400974993,4,9,3,0,Hook Shot,2PT Field Goal,4,Detroit Pistons,15,40,0,0,,0,0
Giannis Antetokounmpo,Milwaukee Bucks,1/26/18,2017,3032977,1610612749,400975465,2,11,22,0,Hook Shot,2PT Field Goal,4,Brooklyn Nets,23,40,0,0,,0,0
DeAndre Jordan,LA Clippers,3/18/18,2017,3442,1610612746,400975795,3,8,37,0,Driving Hook Shot,2PT Field Goal,4,Portland Trail Blazers,27,40,0,0,,0,0
LeBron James,Cleveland Cavaliers,3/30/18,2017,1966,1610612739,400975877,3,2,3,0,Driving Floating Jump Shot,2PT Field Goal,5,New Orleans Pelicans,35,40,0,0,,0,0
LaMarcus Aldridge,San Antonio Spurs,3/29/18,2017,2983,1610612759,400975872,4,0,19,0,Driving Finger Roll Layup Shot,2PT Field Goal,6,Oklahoma City Thunder,54,40,0,0,,0,0
Giannis Antetokounmpo,Milwaukee Bucks,2/25/18,2017,3032977,1610612749,400975639,3,11,31,1,Layup Shot,2PT Field Goal,7,New Orleans Pelicans,63,40,0,0,,0,0
Aaron Gordon,Orlando Magic,2/26/18,2017,3064290,1610612753,400975649,3,6,0,0,Jump Shot,2PT Field Goal,9,Oklahoma City Thunder,83,40,0,0,,0,0
James Harden,Houston Rockets,12/16/17,2017,3992,1610612745,400975184,1,7,50,0,Turnaround Fadeaway shot,2PT Field Goal,10,Milwaukee Bucks,101,40,0,0,,0,0
Carmelo Anthony,Oklahoma City Thunder,1/13/18,2017,1975,1610612760,400975375,1,7,58,0,Jump Shot,2PT Field Goal,12,Charlotte Hornets,117,40,0,0,,0,0
Kristaps Porzingis,New York Knicks,1/12/18,2017,3102531,1610612752,400975369,3,6,31,0,Pullup Jump shot,2PT Field Goal,13,Minnesota Timberwolves,128,40,0,0,,0,0
