name,team_name,game_date,season,espn_player_id,team_id,espn_game_id,period,minutes_remaining,seconds_remaining,shot_made_flag,action_type,shot_type,shot_distance,opponent,x,y,dribbles,touch_time,defender_name,defender_distance,shot_clock
James Harden,Houston Rockets,12/28/17,2017,3992,1610612745,400975263,3,2,20,0,Driving Layup Shot,2PT Field Goal,1,Boston Celtics,-11,11,0,0,,0,0
Marc Gasol,Memphis Grizzlies,1/29/18,2017,3206,1610612763,400975486,2,2,12,1,Driving Reverse Layup Shot,2PT Field Goal,1,Phoenix Suns,-11,11,0,0,,0,0
James Harden,Houston Rockets,12/3/17,2017,3992,1610612745,400975089,4,7,17,1,Layup Shot,2PT Field Goal,1,Los Angeles Lakers,-11,11,0,0,,0,0
LeBron James,Cleveland Cavaliers,3/27/18,2017,1966,1610612739,400975856,3,0,59,1,Alley Oop Dunk Shot,2PT Field Goal,1,Miami Heat,-10,11,0,0,,0,0
DeMar DeRozan,Toronto Raptors,1/24/18,2017,3978,1610612761,400975451,3,3,19,0,Driving Layup Shot,2PT Field Goal,1,Atlanta Hawks,-10,11,0,0,,0,0
Goran Dragic,Miami Heat,12/30/17,2017,3423,1610612748,400975277,3,9,2,1,Layup Shot,2PT Field Goal,1,Orlando Magic,-10,11,0,0,,0,0
Giannis Antetokounmpo,Milwaukee Bucks,12/4/17,2017,3032977,1610612749,400975094,4,6,16,1,Cutting Dunk Shot,2PT Field Goal,1,Boston Celtics,-9,11,0,0,,0,0
Marc Gasol,Memphis Grizzlies,11/20/17,2017,3206,1610612763,400974997,2,2,35,0,Driving Floating Jump Shot,2PT Field Goal,1,Portland Trail Blazers,-9,11,0,0,,0,0
James Harden,Houston Rockets,10/17/17,2017,3992,1610612745,400974438,4,1,32,1,Driving Layup Shot,2PT Field Goal,1,Golden State Warriors,-9,11,0,0,,0,0
LeBron James,Cleveland Cavaliers,12/16/17,2017,1966,1610612739,400975181,3,0,1,1,Driving Layup Shot,2PT Field Goal,1,Utah Jazz,-9,11,0,0,,0,0
James Harden,Houston Rockets,1/30/18,2017,3992,1610612745,400975494,1,5,14,1,Driving Layup Shot,2PT Field Goal,1,Orlando Magic,-9,11,0,0,,0,0
James Harden,Houston Rockets,11/14/17,2017,3992,1610612745,400974953,1,2,28,1,Driving Layup Shot,2PT Field Goal,1,Toronto Raptors,-9,11,0,0,,0,0
Marc Gasol,Memphis Grizzlies,11/20/17,2017,3206,1610612763,400974997,2,5,6,0,Driving Layup Shot,2PT Field Goal,1,Portland Trail Blazers,-9,11,0,0,,0,0
James Harden,Houston Rockets,1/24/18,2017,3992,1610612745,400975452,2,4,21,1,Driving Layup Shot,2PT Field Goal,1,Dallas Mavericks,-9,11,0,0,,0,0
DeMarcus Cousins,New Orleans Pelicans,11/15/17,2017,0,1610612740,0,4,8,21,0,Dunk Shot,2PT Field Goal,1,Toronto Raptors,-9,11,0,0,,0,0
Steven Adams,Oklahoma City Thunder,2/2/18,2017,2991235,1610612760,400975518,3,2,56,1,Dunk Shot,2PT Field Goal,1,New Orleans Pelicans,-9,11,0,0,,0,0
Giannis Antetokounmpo,Milwaukee Bucks,12/19/17,2017,3032977,1610612749,400975204,4,0,5,1,Layup Shot,2PT Field Goal,1,Cleveland Cavaliers,-9,11,0,0,,0,0
LaMarcus Aldridge,San Antonio Spurs,11/20/17,2017,2983,1610612759,400975001,4,6,12,1,Layup Shot,2PT Field Goal,1,Atlanta Hawks,-9,11,0,0,,0,0
Giannis Antetokounmpo,Milwaukee Bucks,10/18/17,2017,3032977,1610612749,400974703,3,1,6,1,Layup Shot,2PT Field Goal,1,Boston Celtics,-9,11,0,0,,0,0
LeBron James,Cleveland Cavaliers,2/25/18,2017,1966,1610612739,400975640,4,1,21,1,Reverse Layup Shot,2PT Field Goal,1,San Antonio Spurs,-9,11,0,0,,0,0
Aaron Gordon,Orlando Magic,3/20/18,2017,3064290,1610612753,400975804,2,4,3,1,Running Alley Oop Dunk Shot,2PT Field Goal,1,Toronto Raptors,-9,11,0,0,,0,0
Steven Adams,Oklahoma City Thunder,2/24/18,2017,2991235,1610612760,400975633,2,7,14,1,Running Alley Oop Dunk Shot,2PT Field Goal,1,Golden State Warriors,-9,11,0,0,,0,0
Giannis Antetokounmpo,Milwaukee Bucks,11/10/17,2017,3032977,1610612749,400974924,3,10,32,1,Running Dunk Shot,2PT Field Goal,1,San Antonio Spurs,-9,11,0,0,,0,0
DeMarcus Cousins,New Orleans Pelicans,12/13/17,2017,4258,1610612740,400975161,2,2,25,1,Running Reverse Layup Shot,2PT Field Goal,1,Milwaukee Bucks,-9,11,0,0,,0,0
DeMar DeRozan,Toronto Raptors,4/11/18,2017,3978,1610612761,400975967,1,5,57,1,Cutting Dunk Shot,2PT Field Goal,1,Miami Heat,-8,11,0,0,,0,0
Draymond Green,Golden State Warriors,2/26/18,2017,6589,1610612744,400975646,2,11,30,1,Cutting Layup Shot,2PT Field Goal,1,New York Knicks,-8,11,0,0,,0,0
LaMarcus Aldridge,San Antonio Spurs,3/27/18,2017,2983,1610612759,400975854,1,10,39,1,Driving Hook Shot,2PT Field Goal,1,Washington Wizards,-8,11,0,0,,0,0
Kevin Durant,Golden State Warriors,4/10/18,2017,3202,1610612744,400975963,1,7,16,1,Driving Layup Shot,2PT Field Goal,1,Utah Jazz,-8,11,0,0,,0,0
James Harden,Houston Rockets,1/24/18,2017,3992,1610612745,400975452,3,9,55,1,Driving Layup Shot,2PT Field Goal,1,Dallas Mavericks,-8,11,0,0,,0,0
Stephen Curry,Golden State Warriors,10/29/17,2017,3975,1610612744,400974842,2,2,36,1,Driving Reverse Layup Shot,2PT Field Goal,1,Detroit Pistons,-8,11,0,0,,0,0
Stephen Curry,Golden State Warriors,10/29/17,2017,3975,1610612744,400974842,3,3,34,1,Driving Reverse Layup Shot,2PT Field Goal,1,Detroit Pistons,-8,11,0,0,,0,0
DeMar DeRozan,Toronto Raptors,11/14/17,2017,3978,1610612761,400974953,3,8,20,0,Layup Shot,2PT Field Goal,1,Houston Rockets,-8,11,0,0,,0,0
Goran Dragic,Miami Heat,10/30/17,2017,3423,1610612748,400974844,1,9,34,1,Layup Shot,2PT Field Goal,1,Minnesota Timberwolves,-8,11,0,0,,0,0
Kyle Lowry,Toronto Raptors,1/20/18,2017,3012,1610612761,400975426,3,7,2,1,Layup Shot,2PT Field Goal,1,Minnesota Timberwolves,-8,11,0,0,,0,0
Giannis Antetokounmpo,Milwaukee Bucks,12/19/17,2017,3032977,1610612749,400975204,2,0,38,1,Layup Shot,2PT Field Goal,1,Cleveland Cavaliers,-8,11,0,0,,0,0
Carmelo Anthony,Oklahoma City Thunder,10/22/17,2017,1975,1610612760,400974790,4,8,36,1,Running Layup Shot,2PT Field Goal,1,Minnesota Timberwolves,-8,11,0,0,,0,0
DeAndre Jordan,LA Clippers,12/26/17,2017,3442,1610612746,400975251,3,7,38,1,Alley Oop Dunk Shot,2PT Field Goal,1,Sacramento Kings,-7,11,0,0,,0,0
Goran Dragic,Miami Heat,3/27/18,2017,3423,1610612748,400975856,3,9,48,1,Finger Roll Layup Shot,2PT Field Goal,1,Cleveland Cavaliers,-7,11,0,0,,0,0
LeBron James,Cleveland Cavaliers,12/12/17,2017,1966,1610612739,400975148,3,5,16,1,Layup Shot,2PT Field Goal,1,Atlanta Hawks,-7,11,0,0,,0,0
DeMarcus Cousins,New Orleans Pelicans,12/11/17,2017,4258,1610612740,400975143,3,10,2,1,Layup Shot,2PT Field Goal,1,Houston Rockets,-7,11,0,0,,0,0
Steven Adams,Oklahoma City Thunder,11/3/17,2017,2991235,1610612760,400974880,1,0,3,0,Reverse Layup Shot,2PT Field Goal,1,Boston Celtics,-7,11,0,0,,0,0
DeAndre Jordan,LA Clippers,12/6/17,2017,3442,1610612746,400975113,1,6,5,1,Alley Oop Dunk Shot,2PT Field Goal,1,Minnesota Timberwolves,-6,11,0,0,,0,0
LeBron James,Cleveland Cavaliers,11/3/17,2017,1966,1610612739,400974873,4,2,18,1,Driving Finger Roll Layup Shot,2PT Field Goal,1,Washington Wizards,-6,11,0,0,,0,0
James Harden,Houston Rockets,11/18/17,2017,3992,1610612745,400974983,1,4,24,1,Driving Layup Shot,2PT Field Goal,1,Memphis Grizzlies,-6,11,0,0,,0,0
Goran Dragic,Miami Heat,1/3/18,2017,3423,1610612748,400975304,1,3,18,1,Driving Layup Shot,2PT Field Goal,1,Detroit Pistons,-6,11,0,0,,0,0
LeBron James,Cleveland Cavaliers,1/20/18,2017,1966,1610612739,400975420,1,4,0,1,Driving Layup Shot,2PT Field Goal,1,Oklahoma City Thunder,-6,11,0,0,,0,0
DeMarcus Cousins,New Orleans Pelicans,10/22/17,2017,4258,1610612740,400974791,3,10,1,1,Driving Layup Shot,2PT Field Goal,1,Los Angeles Lakers,-6,11,0,0,,0,0
LeBron James,Cleveland Cavaliers,11/27/17,2017,1966,1610612739,400975042,1,2,42,0,Driving Layup Shot,2PT Field Goal,1,Philadelphia 76ers,-6,11,0,0,,0,0
Steven Adams,Oklahoma City Thunder,1/13/18,2017,2991235,1610612760,400975375,3,10,30,1,Dunk Shot,2PT Field Goal,1,Charlotte Hornets,-6,11,0,0,,0,0
Giannis Antetokounmpo,Milwaukee Bucks,2/6/18,2017,3032977,1610612749,400975547,1,5,34,1,Reverse Layup Shot,2PT Field Goal,1,New York Knicks,-6,11,0,0,,0,0
DeAndre Jordan,LA Clippers,12/11/17,2017,3442,1610612746,400975147,2,3,59,1,Alley Oop Layup shot,2PT Field Goal,1,Toronto Raptors,-5,11,0,0,,0,0
Goran Dragic,Miami Heat,11/26/17,2017,3423,1610612748,400975038,4,4,53,1,Cutting Layup Shot,2PT Field Goal,1,Chicago Bulls,-5,11,0,0,,0,0
Stephen Curry,Golden State Warriors,2/10/18,2017,3975,1610612744,400975577,2,4,48,1,Cutting Layup Shot,2PT Field Goal,1,San Antonio Spurs,-5,11,0,0,,0,0
LaMarcus Aldridge,San Antonio Spurs,11/10/17,2017,2983,1610612759,400974924,1,4,25,1,Driving Finger Roll Layup Shot,2PT Field Goal,1,Milwaukee Bucks,-5,11,0,0,,0,0
James Harden,Houston Rockets,10/30/17,2017,3992,1610612745,400974846,4,6,57,0,Driving Layup Shot,2PT Field Goal,1,Philadelphia 76ers,-5,11,0,0,,0,0
LeBron James,Cleveland Cavaliers,3/17/18,2017,1966,1610612739,400975785,2,6,46,1,Driving Layup Shot,2PT Field Goal,1,Chicago Bulls,-5,11,0,0,,0,0
James Harden,Houston Rockets,3/20/18,2017,3992,1610612745,400975810,1,10,42,0,Driving Layup Shot,2PT Field Goal,1,Portland Trail Blazers,-5,11,0,0,,0,0
DeAndre Jordan,LA Clippers,11/4/17,2017,3442,1610612746,400974882,3,8,46,1,Dunk Shot,2PT Field Goal,1,Memphis Grizzlies,-5,11,0,0,,0,0
DeMarcus Cousins,New Orleans Pelicans,12/27/17,2017,4258,1610612740,400975257,1,10,17,1,Layup Shot,2PT Field Goal,1,Brooklyn Nets,-5,11,0,0,,0,0
Steven Adams,Oklahoma City Thunder,1/9/18,2017,2991235,1610612760,400975346,1,5,14,1,Putback Layup Shot,2PT Field Goal,1,Portland Trail Blazers,-5,11,0,0,,0,0
Giannis Antetokounmpo,Milwaukee Bucks,11/7/17,2017,3032977,1610612749,400974900,3,0,59,1,Running Dunk Shot,2PT Field Goal,1,Cleveland Cavaliers,-5,11,0,0,,0,0
LeBron James,Cleveland Cavaliers,2/27/18,2017,1966,1610612739,400975654,3,8,52,0,Running Layup Shot,2PT Field Goal,1,Brooklyn Nets,-5,11,0,0,,0,0
Giannis Antetokounmpo,Milwaukee Bucks,12/6/17,2017,3032977,1610612749,400975110,4,9,40,1,Layup Shot,2PT Field Goal,1,Detroit Pistons,-4,11,0,0,,0,0
LeBron James,Cleveland Cavaliers,4/5/18,2017,1966,1610612739,400975922,3,8,52,1,Running Dunk Shot,2PT Field Goal,1,Washington Wizards,-4,11,0,0,,0,0
Marc Gasol,Memphis Grizzlies,11/15/17,2017,0,1610612763,0,1,2,13,1,Turnaround Hook Shot,2PT Field Goal,1,Indiana Pacers,-4,11,0,0,,0,0
Steven Adams,Oklahoma City Thunder,10/27/17,2017,2991235,1610612760,400974825,3,9,20,1,Alley Oop Dunk Shot,2PT Field Goal,1,Minnesota Timberwolves,-3,11,0,0,,0,0
LeBron James,Cleveland Cavaliers,4/6/18,2017,1966,1610612739,400975929,4,4,26,1,Driving Dunk Shot,2PT Field Goal,1,Philadelphia 76ers,-3,11,0,0,,0,0
LeBron James,Cleveland Cavaliers,1/8/18,2017,1966,1610612739,400975340,1,1,47,1,Driving Finger Roll Layup Shot,2PT Field Goal,1,Minnesota Timberwolves,-3,11,0,0,,0,0
Aaron Gordon,Orlando Magic,1/12/18,2017,3064290,1610612753,400975366,4,1,14,0,Driving Layup Shot,2PT Field Goal,1,Washington Wizards,-3,11,0,0,,0,0
LeBron James,Cleveland Cavaliers,1/31/18,2017,1966,1610612739,400975503,2,6,57,0,Driving Layup Shot,2PT Field Goal,1,Miami Heat,-3,11,0,0,,0,0
Aaron Gordon,Orlando Magic,3/24/18,2017,3064290,1610612753,400975836,3,10,31,1,Dunk Shot,2PT Field Goal,1,Phoenix Suns,-3,11,0,0,,0,0
Kevin Durant,Golden State Warriors,11/13/17,2017,3202,1610612744,400974950,1,5,25,1,Dunk Shot,2PT Field Goal,1,Orlando Magic,-3,11,0,0,,0,0
Draymond Green,Golden State Warriors,12/29/17,2017,6589,1610612744,400975274,1,10,30,1,Layup Shot,2PT Field Goal,1,Charlotte Hornets,-3,11,0,0,,0,0
Giannis Antetokounmpo,Milwaukee Bucks,3/17/18,2017,3032977,1610612749,400975787,1,6,23,1,Putback Dunk Shot,2PT Field Goal,1,Atlanta Hawks,-3,11,0,0,,0,0
DeAndre Jordan,LA Clippers,3/20/18,2017,3442,1610612746,400975806,2,0,43,1,Reverse Layup Shot,2PT Field Goal,1,Minnesota Timberwolves,-3,11,0,0,,0,0
LeBron James,Cleveland Cavaliers,2/23/18,2017,1966,1610612739,400975624,2,0,20,0,Running Layup Shot,2PT Field Goal,1,Memphis Grizzlies,-3,11,0,0,,0,0
Kristaps Porzingis,New York Knicks,1/14/18,2017,3102531,1610612752,400975381,3,4,9,1,Driving Dunk Shot,2PT Field Goal,1,New Orleans Pelicans,-2,11,0,0,,0,0
LeBron James,Cleveland Cavaliers,2/7/18,2017,1966,1610612739,400975553,2,8,19,1,Driving Dunk Shot,2PT Field Goal,1,Minnesota Timberwolves,-2,11,0,0,,0,0
Giannis Antetokounmpo,Milwaukee Bucks,2/4/18,2017,3032977,1610612749,400975531,3,8,51,1,Driving Dunk Shot,2PT Field Goal,1,Brooklyn Nets,-2,11,0,0,,0,0
LeBron James,Cleveland Cavaliers,2/7/18,2017,1966,1610612739,400975553,2,6,16,1,Driving Layup Shot,2PT Field Goal,1,Minnesota Timberwolves,-2,11,0,0,,0,0
Giannis Antetokounmpo,Milwaukee Bucks,12/19/17,2017,3032977,1610612749,400975204,3,10,40,1,Dunk Shot,2PT Field Goal,1,Cleveland Cavaliers,-2,11,0,0,,0,0
LeBron James,Cleveland Cavaliers,11/5/17,2017,1966,1610612739,400974887,3,3,57,1,Layup Shot,2PT Field Goal,1,Atlanta Hawks,-2,11,0,0,,0,0
Carmelo Anthony,Oklahoma City Thunder,11/20/17,2017,1975,1610612760,400974999,2,5,22,1,Layup Shot,2PT Field Goal,1,New Orleans Pelicans,-2,11,0,0,,0,0
Aaron Gordon,Orlando Magic,12/28/17,2017,3064290,1610612753,400975262,1,7,31,1,Running Alley Oop Dunk Shot,2PT Field Goal,1,Detroit Pistons,-2,11,0,0,,0,0
LeBron James,Cleveland Cavaliers,12/14/17,2017,1966,1610612739,400975166,1,3,16,1,Running Dunk Shot,2PT Field Goal,1,Los Angeles Lakers,-2,11,0,0,,0,0
Giannis Antetokounmpo,Milwaukee Bucks,3/25/18,2017,3032977,1610612749,400975841,2,0,45,1,Running Dunk Shot,2PT Field Goal,1,San Antonio Spurs,-2,11,0,0,,0,0
Goran Dragic,Miami Heat,3/29/18,2017,3423,1610612748,400975871,2,4,37,1,Running Layup Shot,2PT Field Goal,1,Chicago Bulls,-2,11,0,0,,0,0
Kyle Lowry,Toronto Raptors,3/31/18,2017,3012,1610612761,400975886,3,11,19,1,Running Layup Shot,2PT Field Goal,1,Boston Celtics,-2,11,0,0,,0,0
DeMar DeRozan,Toronto Raptors,12/11/17,2017,3978,1610612761,400975147,2,1,49,1,Cutting Finger Roll Layup Shot,2PT Field Goal,1,Los Angeles Clippers,-1,11,0,0,,0,0
Stephen Curry,Golden State Warriors,11/29/17,2017,3975,1610612744,400975063,1,1,8,1,Cutting Layup Shot,2PT Field Goal,1,Los Angeles Lakers,-1,11,0,0,,0,0
LeBron James,Cleveland Cavaliers,2/3/18,2017,1966,1610612739,400975525,1,0,17,1,Driving Dunk Shot,2PT Field Goal,1,Houston Rockets,-1,11,0,0,,0,0
Draymond Green,Golden State Warriors,3/17/18,2017,6589,1610612744,400975790,3,8,4,0,Driving Layup Shot,2PT Field Goal,1,Phoenix Suns,-1,11,0,0,,0,0
Kevin Durant,Golden State Warriors,12/8/17,2017,3202,1610612744,400975119,4,1,29,1,Dunk Shot,2PT Field Goal,1,Detroit Pistons,-1,11,0,0,,0,0
LeBron James,Cleveland Cavaliers,4/5/18,2017,1966,1610612739,400975922,1,0,2,1,Layup Shot,2PT Field Goal,1,Washington Wizards,-1,11,0,0,,0,0
Kentavious CaldwellPope,Los Angeles Lakers,11/27/17,2017,2581018,1610612747,400975048,1,7,44,0,Layup Shot,2PT Field Goal,1,Los Angeles Clippers,-1,11,0,0,,0,0
Aaron Gordon,Orlando Magic,11/10/17,2017,3064290,1610612753,400974925,3,3,0,1,Reverse Layup Shot,2PT Field Goal,1,Phoenix Suns,-1,11,0,0,,0,0
Steven Adams,Oklahoma City Thunder,11/7/17,2017,2991235,1610612760,400974909,1,10,21,1,Running Layup Shot,2PT Field Goal,1,Sacramento Kings,-1,11,0,0,,0,0
DeAndre Jordan,LA Clippers,12/9/17,2017,3442,1610612746,400975126,2,5,14,0,Alley Oop Dunk Shot,2PT Field Goal,1,Washington Wizards,0,11,0,0,,0,0
Kevin Durant,Golden State Warriors,11/2/17,2017,3202,1610612744,400974868,3,8,11,1,Cutting Dunk Shot,2PT Field Goal,1,San Antonio Spurs,0,11,0,0,,0,0
LaMarcus Aldridge,San Antonio Spurs,12/28/17,2017,2983,1610612759,400975265,4,2,1,1,Cutting Finger Roll Layup Shot,2PT Field Goal,1,New York Knicks,0,11,0,0,,0,0
Stephen Curry,Golden State Warriors,3/2/18,2017,3975,1610612744,400975674,1,2,33,0,Cutting Layup Shot,2PT Field Goal,1,Atlanta Hawks,0,11,0,0,,0,0
Kristaps Porzingis,New York Knicks,12/27/17,2017,3102531,1610612752,400975255,2,6,18,1,Driving Dunk Shot,2PT Field Goal,1,Chicago Bulls,0,11,0,0,,0,0
Giannis Antetokounmpo,Milwaukee Bucks,3/30/18,2017,3032977,1610612749,400975882,4,2,18,1,Driving Dunk Shot,2PT Field Goal,1,Los Angeles Lakers,0,11,0,0,,0,0
LaMarcus Aldridge,San Antonio Spurs,11/29/17,2017,2983,1610612759,400975062,4,6,20,1,Driving Finger Roll Layup Shot,2PT Field Goal,1,Memphis Grizzlies,0,11,0,0,,0,0
LeBron James,Cleveland Cavaliers,1/23/18,2017,1966,1610612739,400975444,2,6,22,0,Driving Finger Roll Layup Shot,2PT Field Goal,1,San Antonio Spurs,0,11,0,0,,0,0
DeMarcus Cousins,New Orleans Pelicans,1/17/18,2017,4258,1610612740,400975400,4,2,53,0,Driving Layup Shot,2PT Field Goal,1,Atlanta Hawks,0,11,0,0,,0,0
Aaron Gordon,Orlando Magic,1/10/18,2017,3064290,1610612753,400975356,3,3,53,0,Driving Layup Shot,2PT Field Goal,1,Milwaukee Bucks,0,11,0,0,,0,0
Giannis Antetokounmpo,Milwaukee Bucks,3/4/18,2017,3032977,1610612749,400975693,2,3,25,1,Driving Layup Shot,2PT Field Goal,1,Philadelphia 76ers,0,11,0,0,,0,0
James Harden,Houston Rockets,3/20/18,2017,3992,1610612745,400975810,1,8,38,1,Driving Layup Shot,2PT Field Goal,1,Portland Trail Blazers,0,11,0,0,,0,0
Kevin Durant,Golden State Warriors,12/1/17,2017,3202,1610612744,400975069,1,10,16,1,Dunk Shot,2PT Field Goal,1,Orlando Magic,0,11,0,0,,0,0
DeAndre Jordan,LA Clippers,11/7/17,2017,3442,1610612746,400974905,4,6,32,1,Dunk Shot,2PT Field Goal,1,San Antonio Spurs,0,11,0,0,,0,0
Kevin Durant,Golden State Warriors,10/21/17,2017,3202,1610612744,400974784,2,10,20,1,Finger Roll Layup Shot,2PT Field Goal,1,Memphis Grizzlies,0,11,0,0,,0,0
LaMarcus Aldridge,San Antonio Spurs,1/3/18,2017,2983,1610612759,400975301,3,7,49,1,Hook Shot,2PT Field Goal,1,Philadelphia 76ers,0,11,0,0,,0,0
LaMarcus Aldridge,San Antonio Spurs,3/21/18,2017,2983,1610612759,0,2,5,45,1,Layup Shot,2PT Field Goal,1,Washington Wizards,0,11,0,0,,0,0
Kristaps Porzingis,New York Knicks,10/30/17,2017,3102531,1610612752,400974845,1,7,15,0,Layup Shot,2PT Field Goal,1,Denver Nuggets,0,11,0,0,,0,0
Steven Adams,Oklahoma City Thunder,1/3/18,2017,2991235,1610612760,400975311,2,5,29,0,Layup Shot,2PT Field Goal,1,Los Angeles Lakers,0,11,0,0,,0,0
Steven Adams,Oklahoma City Thunder,12/1/17,2017,2991235,1610612760,400975075,4,11,6,1,Running Dunk Shot,2PT Field Goal,1,Minnesota Timberwolves,0,11,0,0,,0,0
DeAndre Jordan,LA Clippers,1/2/18,2017,3442,1610612746,400975299,1,1,34,1,Alley Oop Dunk Shot,2PT Field Goal,1,Memphis Grizzlies,1,11,0,0,,0,0
Aaron Gordon,Orlando Magic,4/11/18,2017,3064290,1610612753,400975968,1,5,21,1,Alley Oop Dunk Shot,2PT Field Goal,1,Washington Wizards,1,11,0,0,,0,0
Pau Gasol,San Antonio Spurs,2/13/18,2017,996,1610612759,400975598,3,10,25,1,Cutting Dunk Shot,2PT Field Goal,1,Denver Nuggets,1,11,0,0,,0,0
LeBron James,Cleveland Cavaliers,1/12/18,2017,1966,1610612739,400975365,1,7,11,1,Driving Dunk Shot,2PT Field Goal,1,Indiana Pacers,1,11,0,0,,0,0
DeMarcus Cousins,New Orleans Pelicans,12/22/17,2017,4258,1610612740,400975223,3,4,45,1,Driving Dunk Shot,2PT Field Goal,1,Orlando Magic,1,11,0,0,,0,0
LeBron James,Cleveland Cavaliers,1/12/18,2017,1966,1610612739,400975365,1,3,50,1,Driving Finger Roll Layup Shot,2PT Field Goal,1,Indiana Pacers,1,11,0,0,,0,0
James Harden,Houston Rockets,12/29/17,2017,3992,1610612745,400975267,1,1,25,0,Driving Layup Shot,2PT Field Goal,1,Washington Wizards,1,11,0,0,,0,0
LeBron James,Cleveland Cavaliers,1/12/18,2017,1966,1610612739,400975365,1,9,1,1,Cutting Dunk Shot,2PT Field Goal,1,Indiana Pacers,2,11,0,0,,0,0
Pau Gasol,San Antonio Spurs,1/30/18,2017,996,1610612759,400975496,4,10,1,1,Cutting Layup Shot,2PT Field Goal,1,Denver Nuggets,2,11,0,0,,0,0
Giannis Antetokounmpo,Milwaukee Bucks,12/26/17,2017,3032977,1610612749,400975247,2,6,44,1,Driving Layup Shot,2PT Field Goal,1,Chicago Bulls,2,11,0,0,,0,0
Marc Gasol,Memphis Grizzlies,11/15/17,2017,0,1610612763,0,1,10,24,1,Driving Layup Shot,2PT Field Goal,1,Indiana Pacers,2,11,0,0,,0,0
Giannis Antetokounmpo,Milwaukee Bucks,1/29/18,2017,3032977,1610612749,400975487,3,2,50,1,Driving Layup Shot,2PT Field Goal,1,Philadelphia 76ers,2,11,0,0,,0,0
Kevin Durant,Golden State Warriors,2/12/18,2017,3202,1610612744,400975592,3,7,30,1,Driving Layup Shot,2PT Field Goal,1,Phoenix Suns,2,11,0,0,,0,0
Carmelo Anthony,Oklahoma City Thunder,12/29/17,2017,1975,1610612760,400975272,1,4,46,1,Driving Layup Shot,2PT Field Goal,1,Milwaukee Bucks,2,11,0,0,,0,0
Giannis Antetokounmpo,Milwaukee Bucks,12/4/17,2017,3032977,1610612749,400975094,3,7,0,1,Driving Reverse Layup Shot,2PT Field Goal,1,Boston Celtics,2,11,0,0,,0,0
LeBron James,Cleveland Cavaliers,11/27/17,2017,1966,1610612739,400975042,1,5,19,0,Dunk Shot,2PT Field Goal,1,Philadelphia 76ers,2,11,0,0,,0,0
Giannis Antetokounmpo,Milwaukee Bucks,3/2/18,2017,3032977,1610612749,400975678,1,9,8,1,Layup Shot,2PT Field Goal,1,Indiana Pacers,2,11,0,0,,0,0
Kentavious CaldwellPope,Los Angeles Lakers,11/29/17,2017,2581018,1610612747,400975063,3,3,1,0,Layup Shot,2PT Field Goal,1,Golden State Warriors,2,11,0,0,,0,0
Giannis Antetokounmpo,Milwaukee Bucks,11/28/17,2017,3032977,1610612749,400975053,1,7,9,1,Running Dunk Shot,2PT Field Goal,1,Sacramento Kings,2,11,0,0,,0,0
LeBron James,Cleveland Cavaliers,12/30/17,2017,1966,1610612739,400975280,2,11,13,1,Alley Oop Dunk Shot,2PT Field Goal,1,Utah Jazz,3,11,0,0,,0,0
LeBron James,Cleveland Cavaliers,1/30/18,2017,1966,1610612739,400975493,1,2,31,1,Cutting Dunk Shot,2PT Field Goal,1,Detroit Pistons,3,11,0,0,,0,0
Marc Gasol,Memphis Grizzlies,4/8/18,2017,3206,1610612763,400975945,4,1,22,1,Cutting Dunk Shot,2PT Field Goal,1,Detroit Pistons,3,11,0,0,,0,0
Giannis Antetokounmpo,Milwaukee Bucks,1/28/18,2017,3032977,1610612749,400975477,2,1,54,1,Cutting Dunk Shot,2PT Field Goal,1,Chicago Bulls,3,11,0,0,,0,0
Kristaps Porzingis,New York Knicks,1/12/18,2017,3102531,1610612752,400975369,1,10,16,1,Cutting Dunk Shot,2PT Field Goal,1,Minnesota Timberwolves,3,11,0,0,,0,0
Kyle Korver,Cleveland Cavaliers,12/12/17,2017,2011,1610612739,400975148,2,6,44,0,Cutting Layup Shot,2PT Field Goal,1,Atlanta Hawks,3,11,0,0,,0,0
Marc Gasol,Memphis Grizzlies,10/18/17,2017,3206,1610612763,400974704,3,4,55,1,Driving Finger Roll Layup Shot,2PT Field Goal,1,New Orleans Pelicans,3,11,0,0,,0,0
Goran Dragic,Miami Heat,3/27/18,2017,3423,1610612748,400975856,3,5,17,0,Driving Layup Shot,2PT Field Goal,1,Cleveland Cavaliers,3,11,0,0,,0,0
Giannis Antetokounmpo,Milwaukee Bucks,12/9/17,2017,3032977,1610612749,400975132,1,9,50,0,Layup Shot,2PT Field Goal,1,Utah Jazz,3,11,0,0,,0,0
Steven Adams,Oklahoma City Thunder,1/20/18,2017,2991235,1610612760,400975420,1,10,35,1,Layup Shot,2PT Field Goal,1,Cleveland Cavaliers,3,11,0,0,,0,0
Marc Gasol,Memphis Grizzlies,11/29/17,2017,3206,1610612763,400975062,4,5,56,0,Layup Shot,2PT Field Goal,1,San Antonio Spurs,3,11,0,0,,0,0
Aaron Gordon,Orlando Magic,1/18/18,2017,3064290,1610612753,400975410,2,2,11,1,Layup Shot,2PT Field Goal,1,Cleveland Cavaliers,3,11,0,0,,0,0
Draymond Green,Golden State Warriors,11/2/17,2017,6589,1610612744,400974868,3,11,0,1,Running Dunk Shot,2PT Field Goal,1,San Antonio Spurs,3,11,0,0,,0,0
